number,title,url,state,response_time,ask_time,content
编号：251768,请设置交通信号灯和电子抓拍系统,http://wz.sun0769.com/political/politics/index?id=462620,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 19:05:52,尊敬的交通部门领导：本人是东坑镇骏发3路121号迎宾绿领小区业主，自小区19年7月份收楼已来，小区业主陆续入住该小区，小区位于皇家公馆和三甲工业园之间，务工人员购物买菜必经小区范围路段，随着入住业主的增多，骏发路交通日渐繁忙，特别是下班时间段，该路段有有个分支路段，人多车多，此路段为设置交通信号灯，骑自行车的，人行的，开车的，加上路边停车混乱，毫无交通秩序，影响市容的同时，造成交通拥堵，给小区居民和小孩带来了严重的安全隐患，在此，本人代表小区恳请贵单位来现场考察核实，为人民办实事，相信将来贵单位会收到更多关于该路段管制的投诉申请，已是本人第二次投诉该问题，忘回复，谢谢！
编号：251769,具体时间恢复自建房申报,http://wz.sun0769.com/political/politics/index?id=462621,状态：已受理,等待回复：27天19小时32分,发布日期2020-06-30 19:24:25,希望领导给个具体时间，一直看回复说是6月底，怎么今天都最后一天了，都没消息？
编号：251765,东坑卓越公馆(蔚蓝松湖违规收取5万团购费,http://wz.sun0769.com/political/politics/index?id=462617,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 18:42:21,尊敬的领导：您好！我于2019年6月2日到东坑卓越公馆（蔚蓝松湖）购买商品房，交了5万块钱的团购费，卓越置业顾问陈雅清女士明确表示这5万块钱计入首付款内。我于2019年6月16日另外交首付86.1092万元，银行贷款55万元。这样计算，房屋总额为146.1092万元，可是签订的商品房买卖合同中，房屋总价款为141.1092万，中间相差5万。这5万团购费以东莞市房世纪网络科技有限公司的名义开收据，没有发票。2020年5月31日收房，在业主微信群中，有两名业主（詹某、何某）明确表示卓越置业集团有限公司给他们退还了团购费。我想向贵单位咨询以下问题：1、我交的所有钱都是为买房所付，为什么不能算入商品房总价款的合同里面？2、为什么我要向一家我不知道的第三方公司缴纳5万元，这种收费是否合法，为何不能开发票？3、为什么卓越置业集团有限公司给有些业主退了团购费，而更多的业主没有退？4、在下发房产证时要上交契税，首套房是收取房屋总价款的1.5%，那这5万算入房屋总价款内吗？5、若我2年内出售此房，按规定是要缴纳20%的增值税，那这5万是否计入增值部分？难道我将要多承担1万的增值税？6、强烈要求退还我的5万血汗钱感谢领导能在百忙之中为普通市民解决问题！万分感谢！
编号：251770,圆梦计划没退学费,http://wz.sun0769.com/political/politics/index?id=462622,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 19:27:22,您好，我是2016年报名参加圆梦计划的学生，当年参加了并通过考试入选圆梦计划，学校是东莞理工学院，在常平教学点学习。2020年1月份已经毕业了。当年我们入学时要多交1000元押金，说到了毕业退还，但是到现在还没有一点消息，请问我们的学费到底什么时候退？？谢谢
编号：251764,石排新中心小学,http://wz.sun0769.com/political/politics/index?id=462616,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 18:36:01,石排中心小学学生上学放学，这里就塞车，石排新中心小学什么时候施工建，解决石排旧中心小学学生上学放学塞车问题。
编号：251791,学安校车服务有限公司忠老板拖延近二月都不退校车费,http://wz.sun0769.com/political/politics/index?id=462645,状态：已回复,处理用时：2小时27分,发布日期2020-07-01 00:29:40,我的小孩就读于万江第三小学，一直坐学安校车公司忠老板的校车，本学期也提前在上学期12月31日就缴纳了校车费1300元，且转账凭证证明和收据都已经递交给学安校车服务有限公司。由于疫情期间其小孩没有乘坐校车，其要求该公司退费，但该校车公司忠老板一直拖延不退。
编号：251762,东莞中学松山湖学校划片范围,http://wz.sun0769.com/political/politics/index?id=462614,状态：已受理,等待回复：27天18小时48分,发布日期2020-06-30 18:20:27,东莞中学松山湖学校划片范围？华为湖岸花园是划入哪个小学和中学？即将升六年级是否可以转学？户口不在东莞，怎么申请上学？
编号：251767,368路公交到站点不停，挥手也不停,http://wz.sun0769.com/political/politics/index?id=462619,状态：已受理,等待回复：27天18小时52分,发布日期2020-06-30 18:59:41,前几天368在伟易达生活区不停车反应后没回应，今天，6月30日下午18点50分右，在香市小学公交站也不停车，挥手也不停
编号：251772,请问何时恢复报建,http://wz.sun0769.com/political/politics/index?id=462625,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 20:21:02,去年4月，虎门暂停报建，之前有消息称今年上半年会出台相应的政策，但是到现在都没任何消息，请问何时能恢复？
编号：251771,东莞东坑卓越公馆乱收团购费,http://wz.sun0769.com/political/politics/index?id=462623,状态：待处理,等待处理：27天9小时26分,发布日期2020-06-30 19:52:18,尊敬的领导：我2019年2月26号在东坑镇卓越公馆订购了1栋1单元1803房，当时的售楼小姐陈雅清要我交3万元定金和4万元团购款，说交了可以打94折，我犹豫的时候又告诉我有卓越22周年的折扣和东莞卓越11周年的折扣，我就交钱了。3万块首付款和4万块团购费都是在卓越财务处刷卡交的。卓越财务收的，但是事后团购费收据不是卓越的章。当时只有我一户，我以为是让多交钱就有优惠。后来交首付款的时候3万定金转入了首付款，我问卓越业务陈雅清才知道4万团购费不入团购款的，卓越业务和财务事先并未说明也没有发票。后来业主群其他业主也反映遇到同样的情况。我们打工的一年才存几万块，卓越不能这样平白无故的欺骗我们4万块。恳请领导了解处理，让卓越尽快退款。
编号：251757,东坑骏发社区区域移动信号差到不能正常接听电话,http://wz.sun0769.com/political/politics/index?id=462610,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 17:44:34,尊敬的东莞移动客服，本人置业在东坑骏发3路121号的盈滨绿领，已于今年3月份开始入住，自入住之日起已多次通过10086向贵公司投诉该区域的手机信号差，差到无法正常通话，并不是仅本人反馈此问题，我相信已有多位业主反馈此问题，我相信未来会有更多业主反馈，我也收到贵司客服相关回复，说是会增加基站数，增加通话容量，目前已反馈多次，希望你们尽快提高服务水平，切实解决用户难题
编号：251774,大岭山大沙村停车被乱贴纸,http://wz.sun0769.com/political/politics/index?id=462627,状态：已受理,等待回复：27天19小时41分,发布日期2020-06-30 21:19:32,车停在路边，没任何提醒把一大张纸贴在主驾前玻璃上，无法清除掉，造成了很大的行车安全。
编号：251773,超标噪音总是解决不了,http://wz.sun0769.com/political/politics/index?id=462626,状态：已受理,等待回复：27天18小时48分,发布日期2020-06-30 20:37:12,东莞兆隆五金有限公司位于凤岗永盛北路，西边那栋楼重启噪音，而东边那栋楼（即有I9S00字眼的那栋楼）喜欢排放切割超标噪音，既违背了噪音环保标准，又违背了噪音排放时间，机械设备无任何降低噪音设备，窗户亦无，对周围居民产生较大噪音影响，两栋楼的机械设备无任何降低噪音设备，窗户亦无，对周围居民产生较大噪音影响，下面图片是晚上灯火作业，噪音还是很强烈，水印时间￼
编号：251787,普高学费,http://wz.sun0769.com/political/politics/index?id=462640,状态：已受理,等待回复：27天19小时28分,发布日期2020-06-30 23:23:00,今年民办高中学费涨价离谱，请问是经过你们批准的吗？口口声声说要解决随迁子女读书的问题，难道就是这样阳奉阴违？
编号：251759,横沥镇科普知识线上有奖竞赛怀疑有人舞弊,http://wz.sun0769.com/political/politics/index?id=462611,状态：已受理,等待回复：27天18小时10分,发布日期2020-06-30 17:49:13,东莞市横沥镇人民政府创新驱动办公室主办的“科普知识线上竞赛”规则为：在三分钟内回答10道题目，用时最短而且分数最高的方式排名，本来是很公平的，但在小学组和中学组在同一天分别出现了一对第一第二名，用时很不正常，都是在40秒内就答对10道题，稳稳的霸占在两个组的前两名，对比同组的第三第四名，普遍都要2分多钟差距太大，有参与过活动的同学都知道题目很难，要答对10道题已经很不容易了，而且才用时不到一分钟，简直是不可能，并且这四个人都是在同一天出现在排行榜上，着实让人觉得可疑，希望相关部门能够调查清楚，还参与者一个公道，谢谢！
编号：251727,石大路 石步牌坊红绿灯问题,http://wz.sun0769.com/political/politics/index?id=462596,状态：已受理,等待回复：27天2小时40分,发布日期2020-06-30 16:46:05,最近石大路石步牌坊路段(也就是以前蓝波湾购物广场)的那个红绿灯亮灯方式改了，导致这个路口从寮步回康城假日左转很赌。本来需要1-2个绿灯就可以过了。现在需要4-6个绿灯。希望能改回来
编号：251728,申请独户独立电表,http://wz.sun0769.com/political/politics/index?id=462595,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 16:40:55,我是桥头镇鸿华i尚城5栋业主，我们4.5栋所有的业主提出物业收取电费太多，我们向物业提出要由南方电网直接收费，物业不同意，南方电网没资料不能安装独立电表。希望领导能帮解决直接由南方电网收取电费。全体业主感谢你们！
编号：251730,购房发票丢失,http://wz.sun0769.com/political/politics/index?id=462593,状态：已受理,等待回复：27天20小时46分,发布日期2020-06-30 16:33:04,本人于2018年6月份购买盈滨绿领小区，2020年5月份物业通知开发商已经将购房发票移交通知业主可以去领取购房发票，本人再三确认是否是已经开好，得到肯定回复后于6.14日去物业拿发票，但是没有找到，被告知发票已经丢失。至今将近一个月了本人还未收到开发商以及物业关于发票的后续处理计划，请问：购房发票对于购房人如此重要的文件为何会丢失？提供存根复印件（加盖）是否具备与原购房发票同等法律效应，对此造成的对于购房人未来可能的损失由谁负责？盼回复！
编号：251725,无服务,http://wz.sun0769.com/political/politics/index?id=462597,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 16:47:02,为什么同一台手机，同一个地点，联通卡就是无服务？请你们给我一个满意的答复。我已经不只一次投诉你们，信号差的问题。快递员说，打20多个电话，都打不通，开通了短信功能。可以知道谁打过来。
编号：251731,【急】幼儿安全何以保障？是否合理合法合规,http://wz.sun0769.com/political/politics/index?id=462604,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 17:10:23,常平镇中心幼儿园隔壁的新建楼盘（金地），十几台泥头车工程车，在忙时占领街道，四车道变两车道，如何保障幼儿安全，泥头车事故频发，在幼儿园紧邻范围内如此施工，是否合理合法合规？急需解释、解决！！！
编号：251735,罗一新村6巷尽头的巷子是泥土路问题，全村唯一一条泥土路！难道说这是罗一新村新路标吗？,http://wz.sun0769.com/political/politics/index?id=462600,状态：已受理,等待回复：27天19小时27分,发布日期2020-06-30 17:08:32,为什么，整个村子，就只有那一条路是泥土路？因为是泥土路大多数的狗都在那拉屎拉尿，也因为是泥土路，不少人都在那私倒垃圾，搞得脏乱差，也因为是泥土路，不少环卫工人，清洁都是随便搞搞，毫无意义，为什么就不能把它做成水泥路呢？难道说这个泥土路是罗一新村的新路标吗？
编号：251739,就业困难人员工差补贴,http://wz.sun0769.com/political/politics/index?id=462606,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 17:16:30,今年因为疫情，单位的社保可以缓缴，所以单位从三月份到现在还没有交社保，因为交了社保才可以申请就业困难人员工差补贴，但是同一个单位的同事，为什么东城那边没交社保可以申请，而且补贴拿到手了，而南城这边一定等交了社保才可以申请，为什么一个东莞，不一样的待遇。
编号：251726,金洲社区角苏大园路4巷楼房修建噪音扰民,http://wz.sun0769.com/political/politics/index?id=462599,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 17:00:31,金洲社区角苏大园路本来靠近高架桥已经很吵，没想到自从2020年5月份大园路4巷闲置很久的楼房装修后越来越闹心，连续两个月天天早上7点人还没睡醒就开始锤子砸墙、电钻拆楼，没有一天歇过的。能不能早上9点之后才开始施工，可不可以一周的周六或者周日停工1天让师傅歇一歇，让周边的居民睡个好觉。。。拆楼的施工队也要遵照一下劳动法吧！
编号：251745,荔园农庄停车场收费问题,http://wz.sun0769.com/political/politics/index?id=462607,状态：已受理,等待回复：27天17小时53分,发布日期2020-06-30 17:25:12,2020-6-28晚，在荔园农庄消费之后开车离场，农庄内的停车二维码无效，出场时保安要求扫保安的个人二维码交费才能离场。虽然费用只有5元，但积少成多，每天到该停车场内停车消费的人都需要向保安支付停车费的话严重扰乱了收费秩序，给消费者的感受是属于保安中饱私囊的行为，需要得到整治。
编号：251732,麻涌嘉荣超市商业垃圾臭味不断,http://wz.sun0769.com/political/politics/index?id=462605,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 17:10:52,领导们好，我是麻涌南峰时代广场的业主，嘉荣超市卸货区与我们小区东侧墙很近。只有10米左右的距离。嘉荣卸货区有12个垃圾桶存放生鲜果品垃圾等容易腐烂后发散味道的垃圾。现在天气炎热，不管是垃圾放在垃圾桶，还是垃圾车清运的时候都散发出刺鼻的恶臭味。而且很难长效管控，持续对我们居民造成干扰。经常是投诉一次管三天的情形。他们在这几天能做到垃圾桶盖盖子，洒水车清洗地面。但是三五天后，一切又会打回原形，会垃圾桶不盖盖子，不再洒水清洗地面，异味严重！在疫情期间，在未查出新冠病毒原因的情况下，所有的病毒来源都有可能，嘉荣超市的垃圾成堆，小区垃圾泛滥，再加上广东这种高温天气下，滋生出微生物病毒也有可能是病原体。麻涌政府一向注重环境保护，像这种脏乱差的环境应该彻底地清理出小区附近。强烈请求政府将这个垃圾堆点移到距离小区一定的距离，这样才能避免小区内住户感染不明病毒的风险。请上级政领导重视！感谢！
编号：251738,有关石龙镇金沙湾公园的停车场问题,http://wz.sun0769.com/political/politics/index?id=462588,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 16:15:51,我想请问：石龙镇政府，新城区金沙湾公园停车场已经封闭两年多了，到底什么时候开始可以使用？因为新城区的公园停车场非常适合我们市民早上使用。请有关部门回复一下。谢谢！
编号：251741,关于东莞东城峡口拦路收费,http://wz.sun0769.com/political/politics/index?id=462585,状态：已受理,等待回复：27天17小时52分,发布日期2020-06-30 15:51:11,关于东城峡口在双黄线的国家城市道路上，峡口社区在红绿灯路口20米左右设卡收费、且只针对外地人员车辆收费月费高达每月240每台车。实在搞不懂凭什么收费？根据国家哪条哪款收费？？
编号：251760,寮步镇金富路多年来路烂无人管,http://wz.sun0769.com/political/politics/index?id=462612,状态：已受理,等待回复：27天19小时22分,发布日期2020-06-30 17:56:43,寮步镇金富路多年来路烂无人管，现在更加烂，现在路面都是石头，水泥都没有了，加上都是坑坑哇哇的，从富竹山金富皇路口到石步红绿灯一整条路都那么烂，这条路有4个楼盘，菁英时代-鼎峰风临花语岸-光大松湖云台-康城假日，这么烂的路真的走起来令人痛苦。希望相关部门可以改为沥青路，容易进行修补。
编号：251740,东莞宝利安塑胶有限公司拖欠工程部工资,http://wz.sun0769.com/political/politics/index?id=462586,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 16:08:40,东莞宝利安塑胶有限公司从2019年5月我进公司到现在都没有按照劳动合同上规定的时间按时发工资，现在还越拖越严重，办公室的就延发，车间人员就准时发，恳请有关部门能够真正的处理这件事，每个月劳动局都有人来，但没有一次可以处理好这件事，现在工资延发情况越来越严重，请有关部门尽快解决，还我们一个公道！！！
编号：251761,申请成功的2019年守合同重信用，市场监督局安排帮忙做牌匾的其他能不能负责任点,http://wz.sun0769.com/political/politics/index?id=462613,状态：已受理,等待回复：27天20小时43分,发布日期2020-06-30 18:11:23,申请2019年守合同重信用，监督局通知可以做牌匾和证书了，推荐的这家文具店一点都不负责，老早通知交钱，现在钱付了，一直没回应，就算没那么快安排，好歹给我们知道有没我们名单吧，打电话问态度不好，联系QQ也得不到满意答复，做不赢能不能多安排几家其他制造，还有向监督局反应也不管，咋搞？？
编号：251749,请安装交通电子抓拍系统,http://wz.sun0769.com/political/politics/index?id=462609,状态：已受理,等待回复：27天3小时2分,发布日期2020-06-30 17:32:23,尊敬的市交通系统领导：东坑镇生态园大道和东坑科技路交叉桥东处交通信号灯形同虚设，无电子抓拍系统，每天早上开车路过都看到私家车逆行，严重影响交通秩序，存在很大的交通隐患，请调研考察并采取措施
编号：251754,东莞市青少年宫退费问题,http://wz.sun0769.com/political/politics/index?id=462575,状态：已受理,等待回复：27天18小时50分,发布日期2020-06-30 15:17:49,关于东莞市青少年宫退费问题老师答复需要最长6个月，我想问一下是青少年宫提交的资料审核麻烦还是目前没有到审核的时间。现在所有的学校教育部门退费都需要在学期末完成，为什么政府的费用就可以无条件的拖延。虽然费用不多，缴费不及时就不保留学位。现在是由于时间安排的问题导致无法上课，是否可以明确写出退费的进度和办理完成时间。
编号：251752,关于东莞教师初级职称评定,http://wz.sun0769.com/political/politics/index?id=462577,状态：已受理,等待回复：27天18小时25分,发布日期2020-06-30 15:31:14,本人毕业三年，在东莞公办学校教学刚满一年，下学期不再继续在此校教，请问能够申请初级职称评定吗？（希望参加公招，但要求必须有职称才有机会考）
编号：251756,嘉宏集团何时能还我房产证！,http://wz.sun0769.com/political/politics/index?id=462573,状态：已受理,等待回复：27天17小时52分,发布日期2020-06-30 15:09:19,2015年9月份买的一套房子，地址在东莞东城区桑园社区圃园西路115号嘉宏锦园，到现在2020年6月30日还拿不到房产证！因为房产证拿不到，导致我的房子没有办法装修(到现在还没毛胚房)
编号：251742,新引进人才补贴最新回复不合文件逻辑,http://wz.sun0769.com/political/politics/index?id=462584,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 15:50:16,之前我投诉过这项政策的不合理，根据办理文件已明确规定：2017年1月1号之后引进我市。事实上我是符合的，6月买的社保，7月毕业这个不管怎么都应该是符合的，都是17年1月1号以后。正常毕业实习，很多都是实习期间都买社保的。这个应该没有疑问阿。当时问政网回复我是今年会重新制定相关操作指引，依照您的情况应该可以满足条件申请，虽然是“应该”也没确定，但是起码是可以改的。但是政府热线12345回复我的是附件图片的信息。对此真的很不满意结果。其实发过来的信息都是说明的不清晰，也是不能自圆其说的。希望阳光问政领导帮忙处理，落实是否能够今年7.28号申请结束之前落实情况。让我们这些奋斗中的青年今年能够得到许少慰藉。
编号：251707,东莞图书馆塘厦分馆,http://wz.sun0769.com/political/politics/index?id=462561,状态：已受理,等待回复：27天0小时12分,发布日期2020-06-30 14:19:11,塘厦图书馆假借中午消毒、闭馆！实际并没有消毒动作，而是在休息。场外多人等待，工作人员随意进出。
编号：251743,大岭山交警大队办业务受刁难,http://wz.sun0769.com/political/politics/index?id=462583,状态：已受理,等待回复：27天2小时54分,发布日期2020-06-30 15:48:41,因本人想考教练证，需要打印一份五年无重大交通事故证明。在东莞交警上面只能约到行政中心，到大岭山社保局大厅交警业务窗口告知那里不能打印，需要去交警队打印，于是本人经咨询后在莞家政务那里约到6月30号下午2：00-3：30分，因上面只有两项业务，电子违章和扣车扣证业务，只有选第一项电子违章。顶着太阳戴着口罩2点准时到大岭山交警队大厅。人并不多，咨询后排队到一号窗口办理，轮到本人办理业务时，一号窗口的工作人员又不给打印，说你是约电子违章，要约扣车扣证业务。即没扣车，也没扣证。重新约又要几天才能过来。就一张证明，这样刁难，同样的时间段。南城交警队人少时不用预约直接打印出来，我都约了几次，折腾了那么多天，工作人员语气不好，态度也不好，还跟其它办事的车主吵架。坐在里面好象就是要高人一等吗？我们老百姓是用来折腾的吗？百姓问政
编号：251751,东莞人社局的工作态度,http://wz.sun0769.com/political/politics/index?id=462578,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 15:34:17,人社局发个公告居然看不了，放大缩小都不行，也不知道是什么态度，愚弄百姓吗？关键是不止一次这样，有时候打不开，有时候看不了。能认真的工作吗？这样是为人民服务吗？
编号：251712,万科中天城市花园二期(菁英荟花园)噪音施工扰民,http://wz.sun0769.com/political/politics/index?id=462555,状态：已受理,等待回复：27天0小时33分,发布日期2020-06-30 14:03:30,东莞牛山万科中天城市花园二期工地，为了赶工期，最近从早上五点多开始，切割瓷砖及货车各种施工噪音一直影响着附近居民与高级中学的学生。请相关部门协助停止其扰民行为。
编号：251706,西平地铁站交通拥堵问题建议,http://wz.sun0769.com/political/politics/index?id=462563,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 14:24:45,西平地铁站东莞大道和宏伟三路交叉的那个红绿灯早晚高峰非常拥堵，虽然已经做出一次调整，但效果不理想，仍存在极大的问题问题1：早晚高峰期间，宏伟三路附近车流量剧增，但红绿灯信号偏短。2、如下图可见，金色华庭南门出口虽然设有网格线，但由于没有安装摄像头，所以网格线变成了摆设。根本没有车辆避让3、很多车辆违规掉头，导致宏伟三路路双向拥堵4、拥堵发生，个别车辆为了抢行，会长时间鸣笛，影响附近居民5、右侧专用车道经常被路边非法停车阻挡，造成右侧车道被堵，增加拥堵。针对上述问题建议如下：1、在金色华庭南门出口的网格线附近立刻安装探头，严禁网格线内长时间停车，给金色华庭出入的车辆留口，避免拥堵2、在附近安装声控探头，对拥堵以后个别车辆恶意长时间鸣笛的进行抓拍！3、宏伟三路路最右侧车道进行严管！增加实线长度，严抓（拍）路边违停情况，确保宏伟路右转进东莞大道北行顺畅。4、早晚高峰适当增加宏伟三路东西方向红绿灯的通行时间，建议5-10秒。5、沿宏伟三路中间设置护栏，禁止车辆过红路灯后就非法掉头，从而阻碍双向车道。6、金色华庭南门网格线处禁止掉头，掉头车辆需前进到下一个红绿灯处在掉头，其实距离很近，对开车是没啥影响的！可很多人急于掉头插队，才会把双向交通全部堵住！所以这个死点问题必须解决！总结一句话，就是尽快解决金色华庭南门网格线根本没用的问题！解决没有摄像头拍违法的问题！
编号：251744,关于2019年度我市职工月平均工资有关问题的说明,http://wz.sun0769.com/political/politics/index?id=462582,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 15:48:10,为什么还没有公布关于2019年度我市职工月平均工资有关问题的说明
编号：251748,水濂景观路水泥防撞栏存在很大安全风险！,http://wz.sun0769.com/political/politics/index?id=462581,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 15:44:54,水濂景观路新建的水泥防撞栏，高度较高，加上上面蓝色铁管较粗，导致遮挡调头车辆视线，尤其是轿车调头时难以看清对向车道的轿车，安全风险非常大，希望尽快解决，谢谢！另外，实在想不通，为什么水濂景观路要铲掉原来很好看的路中间绿化带，而新建这么难看的水泥防撞栏？不觉得这跟水濂景观路的名字不协调吗？市区很多限速60的道路也没有水泥防撞栏啊，比如长泰路，太多了，不一一列举。就因为这条路是所谓的县道？那这条路接近莞长路的东城部分、厚街的学府路部分，继续保留了绿化带，又作何解释？
编号：251710,违章铁皮房,http://wz.sun0769.com/political/politics/index?id=462567,状态：已受理,等待回复：27天0小时58分,发布日期2020-06-30 14:48:17,"东莞市清溪镇三中下围木岗前街六巷3号在公用过道违章搭建铁皮房,请有关部门处理。"
编号：251746,东莞二手房什么时候限购？,http://wz.sun0769.com/political/politics/index?id=462580,状态：已受理,等待回复：27天19小时43分,发布日期2020-06-30 15:40:04,深圳抄房客把二手房炒很高，真正的刚需买不起，大量实业倒闭，这里还能留得住人才吗？二手什么时候能限购，识惠东莞，识惠新莞人，让这里有家。
编号：251753,科创路及水濂景观路红绿灯设计不合理,http://wz.sun0769.com/political/politics/index?id=462576,状态：待处理,等待处理：26天9小时26分,发布日期2020-06-30 15:18:08,科创路从南开学校至御花苑共增加了4处红绿灯，水濂景观路从翡丽山至水濂山森林公园门口增加了1处红绿灯。就我的观察来看，目前存在以下问题：1、科创路及水濂景观路车流以这两条干路直行为主，路口支路车少且以右转为多，左转和直行较少，导致这两条干路上的车在等红灯时，垂直方向很少有车通行，降低了通行效率；2、水濂景观路上水濂山森林公园正门红绿灯处，水濂景观路垂直方向并无车行道，只有人行横道，但工作日鲜有行人通行。因此也经常出现水濂景观路直行方向红灯时，垂直方向绿灯根本没人通行的情况。恳请相关部门亲自去这6处红绿灯处现场调研，拿出优化方案。比如新增的5处红绿灯改为闪黄灯，提示车辆到路口减速；水濂山森林公园门口的红绿灯在行人通行较少时的工作日闪黄灯，行人通行较多的节假日恢复红绿灯。恳请在设置红绿灯时，多倾听市民的意见和建议，多去现场调研、以事实出发谨慎做决策。最后，再次恳请相关部门去现场调研后对红绿灯运作作出优化，谢谢！
编号：251718,咨询一下虎门镇虎门第四中学对面东较场工交办公楼不能过户问题,http://wz.sun0769.com/political/politics/index?id=462568,状态：已受理,等待回复：27天2小时47分,发布日期2020-06-30 15:00:51,请问，虎门镇虎门第四中学对面的东较场工交办公楼，被告知无法过户。但有独立房产证，属于历史遗留问题吗？属于什么性质的土地？有解决的时间表吗？
